delta= 0 bestR= 0 C= 0.046666666666666676 L= 3.4644444444444447 W= 0.0025197790793339493 step= 1
delta= 1 bestR= 0.5626097232156421 C= 0.04166666666666667 L= 3.4555555555555557 W= 0.0050646494870895875 step= 2
delta= 4 bestR= 0.5668679673083289 C= 0.04166666666666667 L= 3.461010101010101 W= 0.006966144052342437 step= 3
delta= 5 bestR= 0.5686555676197219 C= 0.04166666666666667 L= 3.466060606060606 W= 0.007679959443332212 step= 4
delta= 32 bestR= 0.5713428564397358 C= 0.04166666666666667 L= 3.465050505050505 W= 0.016934260546754613 step= 5
delta= 1 bestR= 0.5715809331736218 C= 0.04166666666666667 L= 3.4676767676767675 W= 0.016933892623065303 step= 6
delta= 1 bestR= 0.5752271481009441 C= 0.04166666666666667 L= 3.471111111111111 W= 0.019387338869817066 step= 7
delta= 2 bestR= 0.5758426476856608 C= 0.04147619047619048 L= 3.4644444444444447 W= 0.01010614266048792 step= 8
delta= 27 bestR= 0.580188169207362 C= 0.04147619047619048 L= 3.472121212121212 W= 0.0044956483205984095 step= 9
delta= 18 bestR= 0.5807775898583871 C= 0.04147619047619048 L= 3.4696969696969697 W= 0.00586012166613948 step= 10
delta= 6 bestR= 0.5838854591643653 C= 0.04147619047619048 L= 3.473939393939394 W= 0.001343805722103175 step= 11
delta= 1 bestR= 0.5890695494866285 C= 0.04147619047619048 L= 3.4793939393939395 W= 0.0022182772747376856 step= 12
delta= 1 bestR= 0.590183772935012 C= 0.04180952380952381 L= 3.50040404040404 W= 0.012837038149911398 step= 13
delta= 2 bestR= 0.5988200894110896 C= 0.042 L= 3.509292929292929 W= 0.02163878286440642 step= 14
delta= 5 bestR= 0.5999527677737668 C= 0.042 L= 3.4903030303030302 W= 0.03675884144717006 step= 15
delta= 5 bestR= 0.6012092410694104 C= 0.056333333333333326 L= 3.4953535353535354 W= 0.031865185776659616 step= 16
delta= 3 bestR= 0.6066226525717127 C= 0.057 L= 3.4971717171717174 W= 0.032207816766458286 step= 17
delta= 6 bestR= 0.609552592851089 C= 0.056666666666666664 L= 3.5006060606060605 W= 0.033230285565169736 step= 18
delta= 8 bestR= 0.613776277974856 C= 0.056666666666666664 L= 3.50989898989899 W= 0.041931561602584586 step= 19
