delta,R,C,L,W,step
14, 0.9225184022823736,0.05607070707070706,3.302828282828283,-0.7067198537916234,677
9, 0.9226532735894729,0.05357864357864358,3.3004040404040405,-0.7081580648732841,678
30, 0.9228450102642618,0.05566594516594517,3.298787878787879,-0.7084957823480983,679
26, 0.9228634174631581,0.05566594516594517,3.298787878787879,-0.7080772037017197,680
1, 0.922896044737795,0.05566594516594517,3.293939393939394,-0.7087067346926651,681
59, 0.923027188980243,0.05542784992784993,3.2945454545454544,-0.7073795568154382,682
12, 0.9230329128442424,0.05542784992784993,3.2759595959595957,-0.7092892874362884,683
26, 0.9230955723115192,0.05542784992784993,3.271717171717172,-0.7092877458234351,684
53, 0.9231659991936348,0.05542784992784993,3.2703030303030305,-0.7093358663066172,685
29, 0.9231733281895684,0.055094516594516606,3.2696969696969695,-0.7093265973062207,686
33, 0.923198357455586,0.055475468975469,3.273939393939394,-0.7112923322086748,687
21, 0.9232004802530025,0.05441991341991342,3.26989898989899,-0.7108868652559305,688
30, 0.9232317685339076,0.05441991341991342,3.271717171717172,-0.7112908271880902,689
48, 0.923239016862958,0.05441991341991342,3.2795959595959596,-0.7100699926069509,690
25, 0.9232562843663478,0.050388167388167385,3.276969696969697,-0.7098913959250281,691
13, 0.9236213965896615,0.050388167388167385,3.286060606060606,-0.7082641760352172,692
5, 0.9238799050119691,0.05163419913419912,3.289090909090909,-0.7083891204432324,693
7, 0.9240485630433417,0.049245310245310245,3.288080808080808,-0.7083600466822506,694
21, 0.9240609982904915,0.049245310245310245,3.2767676767676766,-0.708872989507593,695
3, 0.9241289164114168,0.049245310245310245,3.284242424242424,-0.7084360996123722,696
37, 0.9241896503905764,0.045798340548340546,3.2781818181818183,-0.7151103077026562,697
22, 0.9242902933229745,0.045798340548340546,3.2804040404040404,-0.7153213822887823,698
3, 0.9243634204449026,0.048048340548340535,3.2777777777777777,-0.7146316951023103,699
10, 0.9247279312990033,0.05038167388167387,3.27979797979798,-0.7144538037258285,700
2, 0.9247496884591235,0.050286435786435775,3.2834343434343434,-0.7154621774663753,701
5, 0.9247639811156132,0.04392929292929293,3.2656565656565655,-0.7154006122628441,702
30, 0.9249050624559476,0.04392929292929293,3.2626262626262625,-0.7153607849466282,703
28, 0.925179226964,0.04414141414141414,3.2616161616161614,-0.7151545980424128,704
21, 0.9252603481598506,0.043982683982683984,3.25979797979798,-0.7149267765437434,705
21, 0.9252920163529933,0.04347474747474748,3.265050505050505,-0.7148405117337658,706
26, 0.925317362309595,0.04364935064935065,3.2664646464646463,-0.7155313824686497,707
55, 0.9253337093699112,0.04364935064935065,3.2676767676767677,-0.7156049293712228,708
50, 0.9253343199643194,0.04533982683982685,3.2747474747474747,-0.7130803854136951,709
4, 0.9254862897883332,0.04533982683982685,3.2777777777777777,-0.7128530703632023,710
17, 0.9260029170651115,0.05516450216450215,3.2533333333333334,-0.7134300293813258,711
21, 0.9261841943302489,0.058854978354978334,3.2604040404040404,-0.7114980379355865,712
3, 0.9262706877202461,0.058854978354978334,3.2543434343434345,-0.7118502462103581,713
12, 0.9262900208293794,0.059674159174159136,3.2323232323232323,-0.7122475600595873,714
15, 0.9263671939207362,0.06000749250749248,3.2363636363636363,-0.7136915707244025,715
37, 0.9263794353007468,0.06000749250749248,3.235757575757576,-0.7134692355442944,716
18, 0.9264515021232488,0.06000749250749248,3.236969696969697,-0.7132174149588806,717
1, 0.9265428945428921,0.048899433899433895,3.2375757575757578,-0.7133006932634465,718
79, 0.9269422383088445,0.0487089577089577,3.2494949494949497,-0.7245071772482786,719
2, 0.9272302803180185,0.05137562437562437,3.247070707070707,-0.7245941648058863,720
7, 0.9272553113750207,0.0528041958041958,3.250909090909091,-0.7232188705567681,721
19, 0.9272895245464072,0.05247086247086247,3.255353535353535,-0.734525485505382,722
66, 0.9273062444705978,0.051012709512709496,3.251717171717172,-0.7350359656936261,723
14, 0.927557089935787,0.050441280941280926,3.2723232323232323,-0.7360947365695021,724
18, 0.9276865623477918,0.051576201576201575,3.2747474747474747,-0.7337052462423583,725
8, 0.9277226883173386,0.05149683649683649,3.2694949494949497,-0.7318980532705669,726
14, 0.9277662916023758,0.049909534909534904,3.271313131313131,-0.7319903493473092,727
6, 0.9277940638143536,0.05029048729048728,3.266060606060606,-0.7258101742663412,728
13, 0.9280624323347292,0.04845715395715395,3.255757575757576,-0.7255523584313481,729
10, 0.9281795706458403,0.04845715395715395,3.2555555555555555,-0.7271061367770256,730
14, 0.9283057992114844,0.04845715395715395,3.2585858585858585,-0.726413101452417,731
11, 0.9286924695451427,0.04845715395715395,3.2848484848484847,-0.7277937708967697,732
61, 0.9287871600719282,0.04902858252858252,3.2907070707070707,-0.7280167007503545,733
4, 0.9288723092483755,0.04902858252858252,3.2826262626262626,-0.7289060967016717,734
49, 0.9292924733652401,0.04845715395715395,3.2818181818181817,-0.7299764053976102,735
9, 0.9293208934392152,0.04904323454323454,3.2905050505050504,-0.7186166601478735,736
8, 0.9301250968075518,0.04904323454323454,3.2876767676767678,-0.7162650340339879,737
14, 0.9304755207428206,0.05337656787656787,3.286060606060606,-0.7166143674031166,738
10, 0.9304854313413482,0.054043234543234536,3.279191919191919,-0.7159720262416636,739
8, 0.9305290220003829,0.05409879009879009,3.2814141414141416,-0.7158187600655417,740
7, 0.9305401163210769,0.05388483738483738,3.278787878787879,-0.7167822678732476,741
2, 0.930617746017715,0.05369436119436118,3.2775757575757574,-0.7167553802623449,742
7, 0.9306396367689151,0.05369436119436118,3.2743434343434346,-0.7136253497600614,743
23, 0.9307596535704743,0.05321817071817072,3.2735353535353537,-0.7129407953018796,744
53, 0.9307819489239527,0.04655150405150406,3.28020202020202,-0.7134884865904346,745
2, 0.9308223723882478,0.04721817071817072,3.272929292929293,-0.7172139410480664,746
20, 0.9308799137458166,0.03684515484515485,3.2705050505050504,-0.7187917887026357,747
15, 0.9308810731742768,0.036988011988011986,3.266868686868687,-0.7209486505543216,748
48, 0.9310010550844285,0.034607059607059606,3.2670707070707072,-0.7220503324403039,749
35, 0.9310240000946873,0.03455150405150405,3.2626262626262625,-0.72220031312129,750
3, 0.931045759788429,0.03467055167055167,3.272727272727273,-0.7229727094494562,751
35, 0.9310893373315803,0.03462293262293262,3.2676767676767677,-0.7205886458737211,752
57, 0.9311555062430986,0.03477300477300477,3.262020202020202,-0.7209981723836814,753
14, 0.9312645734455167,0.03477300477300477,3.2676767676767677,-0.717226919248523,754
34, 0.9313153942420405,0.03632856032856033,3.262828282828283,-0.7205334806369895,755
5, 0.9314126401966979,0.03248729048729049,3.264646464646465,-0.7210571440005835,756
12, 0.9314658915337509,0.03434731934731935,3.282828282828283,-0.7213739757473895,757
33, 0.9314808788810095,0.0343006993006993,3.2737373737373736,-0.7214028523355838,758
55, 0.9317762413090441,0.0343006993006993,3.278787878787879,-0.7219830176920187,759
15, 0.9318170186123125,0.0343006993006993,3.2775757575757574,-0.7210080339045998,760
17, 0.9319045526976383,0.034935619935619944,3.2753535353535352,-0.7212709212245644,761
33, 0.9319618162894442,0.034935619935619944,3.279191919191919,-0.7212291538843947,762
1, 0.9321922825133626,0.03481657231657232,3.2824242424242422,-0.7212216115669198,763
12, 0.9322091774760326,0.03176895326895327,3.282020202020202,-0.7216154113321106,764
32, 0.9322264669322001,0.03176895326895327,3.2866666666666666,-0.7213991267888937,765
3, 0.9322403791189525,0.03134038184038184,3.284242424242424,-0.71967263272166,766
13, 0.9322455341811835,0.029673715173715177,3.2862626262626264,-0.7204413463674871,767
1, 0.9322636315311541,0.029395937395937394,3.2852525252525253,-0.7213876786009504,768
25, 0.9323250131373514,0.030951492951492954,3.2866666666666666,-0.7210233980050953,769
26, 0.9324716576556399,0.030951492951492954,3.2674747474747474,-0.7212039208960122,770
36, 0.9325015445686309,0.031062604062604065,3.278989898989899,-0.7215493564683056,771
3, 0.9325629421250696,0.030860583860583858,3.271717171717172,-0.7237997695810438,772
3, 0.9326499305491489,0.030701853701853698,3.277171717171717,-0.7241580761854471,773
13, 0.9327193895031467,0.03086058386058386,3.278787878787879,-0.7237755658749685,774
64, 0.9327275356358606,0.03105106005106005,3.2755555555555556,-0.7236273630286656,775
27, 0.9327387130221949,0.03267876567876568,3.2707070707070707,-0.7221119279949477,776
4, 0.9328243675275224,0.034916860916860915,3.2674747474747474,-0.7221503489433087,777
20, 0.9328817095634999,0.034916860916860915,3.2654545454545456,-0.7217127463350756,778
12, 0.9330950423773582,0.037503441003440996,3.262828282828283,-0.721676154771362,779
124, 0.9331323868835127,0.037433510933510925,3.256767676767677,-0.723353215559782,780
3, 0.933337284255769,0.03504065379065379,3.259191919191919,-0.722424669074551,781
15, 0.933359634481086,0.03326359751359751,3.262020202020202,-0.7230516770356282,782
40, 0.9334402589702615,0.035057137307137304,3.2618181818181817,-0.7222671856935952,783
5, 0.9334687255745646,0.036834915084915085,3.259191919191919,-0.7226439802966195,784
13, 0.9334981174456805,0.03693808968808969,3.2585858585858585,-0.7243854970802449,785
26, 0.9335958968623052,0.03710475635475636,3.2785858585858585,-0.7285614808318828,786
60, 0.9336604667960556,0.036820873570873575,3.3004040404040405,-0.7366829174584084,787
50, 0.933758523263892,0.03678424353424354,3.289090909090909,-0.7368048748203122,788
1, 0.9339309065257279,0.036625513375513376,3.2747474747474747,-0.7365275565431926,789
12, 0.9341158849492691,0.035556832056832056,3.284040404040404,-0.7348359949558985,790
14, 0.9341357147270145,0.03531873681873682,3.2848484848484847,-0.739219373021726,791
2, 0.9346327515079047,0.03528943278943279,3.2703030303030305,-0.7392303388469872,792
100, 0.9347110376868437,0.03595609945609946,3.2692929292929294,-0.7393095124026262,793
1, 0.9347947479028339,0.03595609945609946,3.2703030303030305,-0.7416364658018163,794
54, 0.9348314578138734,0.03603546453546454,3.2705050505050504,-0.7422554448949473,795
34, 0.9348808089723218,0.035035464535464536,3.269090909090909,-0.7419856651444723,796
42, 0.9348931187793355,0.03510539460539461,3.271919191919192,-0.7443989631429898,797
29, 0.9349508256175528,0.03517532467532467,3.2741414141414142,-0.7455406026692384,798
6, 0.9350930775670475,0.033902597402597406,3.2747474747474747,-0.7451578607922835,799
44, 0.9350950701700765,0.03288528138528139,3.271313131313131,-0.7450354245343058,800
12, 0.9351870426885717,0.030075757575757575,3.2703030303030305,-0.7462946789204292,801
38, 0.9354492492915141,0.03031385281385281,3.27010101010101,-0.7462950289434259,802
11, 0.9354496369770942,0.03157575757575757,3.257171717171717,-0.7490558269442031,803
15, 0.9355176471382006,0.027075757575757572,3.258787878787879,-0.7496505798455936,804
13, 0.9356322067136508,0.027075757575757572,3.261010101010101,-0.7486782080945759,805
58, 0.9356370148716228,0.029377344877344874,3.263030303030303,-0.7454657758455688,806
20, 0.9358706061325447,0.031139249639249637,3.2624242424242422,-0.7452689134753164,807
26, 0.9358734214640789,0.03047258297258297,3.2622222222222224,-0.745041278936725,808
16, 0.9359116949421746,0.02819480519480519,3.2545454545454544,-0.7448433565099221,809
17, 0.935931491282838,0.028134199134199133,3.2523232323232323,-0.7448615151921918,810
6, 0.9359317773879883,0.02806426906426906,3.2464646464646463,-0.7481798534771674,811
1, 0.937566145706212,0.02806426906426906,3.2593939393939393,-0.7485439700316981,812
19, 0.9376004822966955,0.027826173826173823,3.2622222222222224,-0.7495968361278229,813
19, 0.9376533713657085,0.03016744366744367,3.2703030303030305,-0.749643856853612,814
10, 0.9376885653151852,0.028500777000777,3.2751515151515154,-0.7562668996546728,815
56, 0.9381992381548316,0.029634476634476638,3.2759595959595957,-0.7568234360678426,816
1, 0.9382281309590665,0.029634476634476638,3.2723232323232323,-0.7567855596379646,817
2, 0.9382316338678074,0.029634476634476638,3.2723232323232323,-0.7567855596379646,818
4, 0.9382316338678075,0.029960483960483963,3.267272727272727,-0.7574054368999947,819
5, 0.9384750633359693,0.030341436341436347,3.264646464646465,-0.7560071617674842,820
17, 0.9385758257610058,0.030500166500166504,3.265858585858586,-0.7622865888518433,821
30, 0.9387027026706168,0.03315817515817516,3.2622222222222224,-0.7695272903901467,822
16, 0.9390386389742958,0.031863802863802866,3.264242424242424,-0.7710230058661612,823
15, 0.9391231185492064,0.032136530136530145,3.2565656565656567,-0.7702859210091961,824
16, 0.9392832663101546,0.029749084249084255,3.2618181818181817,-0.7704322921423802,825
6, 0.9393258947027864,0.029749084249084255,3.257171717171717,-0.7711312992736039,826
1, 0.9393595909089166,0.029749084249084255,3.2563636363636363,-0.7706936743377062,827
7, 0.9394607748451317,0.02974358974358975,3.253131313131313,-0.7706868637544274,828
62, 0.9395195092344066,0.02756105006105006,3.2543434343434345,-0.7706708579984819,829
2, 0.9395269300611052,0.027370573870573872,3.2543434343434345,-0.7705258250654384,830
14, 0.9395451022202503,0.027370573870573865,3.2537373737373736,-0.7713093756167628,831
41, 0.9396021445483461,0.027352258852258848,3.2533333333333334,-0.7733548976288995,832
18, 0.9397152450683737,0.02733860583860584,3.252929292929293,-0.7735975323741564,833
2, 0.9397271628958002,0.02733860583860584,3.2507070707070707,-0.773983232524046,834
2, 0.9397690533752436,0.02752908202908203,3.2511111111111113,-0.7738450376661172,835
29, 0.9397693704756187,0.03215412365412365,3.248080808080808,-0.7697810390221669,836
9, 0.9397933962817757,0.03086840936840937,3.255757575757576,-0.7714770243958455,837
13, 0.9398276110588596,0.03293190143190143,3.2537373737373736,-0.7708605288956127,838
5, 0.9398390954747353,0.0364001554001554,3.2547474747474747,-0.7706832025163903,839
16, 0.9398574401248893,0.038750582750582754,3.2507070707070707,-0.7721760354673042,840
46, 0.9399316090238036,0.038750582750582754,3.242424242424242,-0.7732971975639221,841
43, 0.940045521617997,0.03886963036963037,3.242020202020202,-0.772045905866473,842
36, 0.9400706518353514,0.038823010323010325,3.2391919191919194,-0.7718738975244074,843
60, 0.9402155650368133,0.03943106893106893,3.2222222222222223,-0.7737735662613137,844
7, 0.9403897673050662,0.03976440226440226,3.221212121212121,-0.7747871441137225,845
18, 0.9404211400384702,0.03976440226440226,3.216969696969697,-0.7746449328449233,846
26, 0.9406357657164907,0.038506993006993,3.2294949494949496,-0.7738272766547819,847
19, 0.9407166254006591,0.03890778665778665,3.2317171717171718,-0.7741668834575278,848
5, 0.9407515349136968,0.03883535908535908,3.2355555555555555,-0.773939080779134,849
23, 0.9407658984557543,0.041324425574425575,3.23010101010101,-0.7731268938443641,850
35, 0.9407780245989588,0.041403790653790656,3.2383838383838386,-0.7731366155253283,851
22, 0.940785130169999,0.041392693907399795,3.235959595959596,-0.773153065934669,852
6, 0.9408017082535335,0.040519678034383916,3.233131313131313,-0.7726750855844858,853
19, 0.9408428927462554,0.04067840819311407,3.2363636363636363,-0.7730928155342642,854
71, 0.9409047326464839,0.0424033499180558,3.2355555555555555,-0.7729402354422865,855
3, 0.9411050753021782,0.04256208007678596,3.2387878787878788,-0.772871600993743,856
1, 0.9411259496304833,0.0428001753148812,3.241212121212121,-0.7727228435131772,857
7, 0.9411380102238022,0.04305414356884946,3.2416161616161614,-0.7726445423672161,858
11, 0.9411407589546603,0.04430089681560271,3.271717171717172,-0.7728523461296363,859
54, 0.9412267192794606,0.04430089681560271,3.265858585858586,-0.7728807848686111,860
7, 0.9412383190626847,0.04513423014893604,3.2715151515151515,-0.774136534992658,861
15, 0.9412536684118371,0.04793076694547283,3.269090909090909,-0.7741361819400938,862
53, 0.9412600519991803,0.04790625714155126,3.2565656565656567,-0.7741686522881706,863
3, 0.941266234985286,0.04809096132625545,3.25010101010101,-0.7741596456428756,864
27, 0.9413150181730113,0.048181870417164534,3.250909090909091,-0.7743758538361355,865
3, 0.941323099285194,0.046824727560021664,3.247070707070707,-0.7747827399421895,866
17, 0.9413236314408591,0.04615806089335501,3.249090909090909,-0.7757332294480278,867
93, 0.9413973122027323,0.04618257069727658,3.2551515151515154,-0.775776207718123,868
74, 0.941415590804461,0.049497589012294896,3.2511111111111113,-0.7760094297972561,869
19, 0.9415271940218914,0.049497589012294896,3.251919191919192,-0.7760147282706393,870
74, 0.9419294397452842,0.05261663663134252,3.2523232323232323,-0.776212097209016,871
1, 0.9419634991988168,0.051053144567850456,3.247070707070707,-0.7763029595008322,872
10, 0.9420065666482226,0.05171981123451712,3.246868686868687,-0.7806457998850697,873
47, 0.9420345906949018,0.04905314456785044,3.243030303030303,-0.7800185744415077,874
8, 0.9420485723967419,0.05239347090817679,3.241010101010101,-0.7792796144273154,875
45, 0.9420574431240537,0.05270229443758855,3.2373737373737375,-0.773327253876278,876
47, 0.9420737043068691,0.05270229443758855,3.24,-0.773426900292906,877
20, 0.9420760578902647,0.0527499134852076,3.254949494949495,-0.7737398256142951,878
7, 0.9421057170888614,0.05343245316774728,3.255959595959596,-0.7740301934736415,879
22, 0.9421155794846695,0.05160827734357146,3.25979797979798,-0.7741460657849335,880
31, 0.942147390852297,0.054315050962109784,3.28,-0.773881240972571,881
25, 0.9421661986970672,0.05398171762877645,3.282020202020202,-0.7738262591377365,882
39, 0.9421782383972271,0.05462457477163359,3.2816161616161614,-0.7747125314336211,883
1, 0.9422043842539979,0.045857231004289824,3.2781818181818183,-0.7788420847273683,884
24, 0.9423821603579139,0.04531177645883527,3.2755555555555556,-0.7788237713701813,885
25, 0.942448350537936,0.04564510979216862,3.2759595959595957,-0.7788329296680311,886
45, 0.9424515768576207,0.04596653836359719,3.2696969696969695,-0.7795092341710135,887
34, 0.9434669445774858,0.04518876058581941,3.2634343434343434,-0.7843456749716206,888
44, 0.9435929229594717,0.04615629305335187,3.2692929292929294,-0.785157198180695,889
7, 0.9436132698289956,0.04615629305335187,3.271313131313131,-0.785984570576047,890
4, 0.943628427242134,0.046706409603468425,3.264242424242424,-0.7862905699773282,891
91, 0.9437259181011984,0.04669720484194168,3.248080808080808,-0.7862574661930467,892
27, 0.9439232412439296,0.05028694843168527,3.251313131313131,-0.7860491821180041,893
34, 0.9439316325654528,0.0500250436697805,3.2458585858585858,-0.7859906765362432,894
89, 0.943998757618917,0.04978694843168526,3.242424242424242,-0.7837842788375219,895
68, 0.944013302610785,0.04840599605073287,3.243030303030303,-0.7855669135829709,896
88, 0.9440482127687579,0.04797742462216145,3.2434343434343433,-0.7863176616462504,897
135, 0.9440547051922796,0.050477424622161454,3.244646464646465,-0.7864889852292626,898
68, 0.9440805630942465,0.05100057690847163,3.2426262626262625,-0.7824982256949907,899
47, 0.9441626736166031,0.0479767673846621,3.2422222222222223,-0.782691603370223,900
13, 0.944172692681742,0.047885192293087006,3.2288888888888887,-0.7828905632392241,901
50, 0.9441728391108575,0.047774081181975896,3.232121212121212,-0.7831221411956147,902
5, 0.9442318951116457,0.04680582721372192,3.2329292929292928,-0.7861264001768412,903
25, 0.944393330476052,0.04677641544901604,3.220808080808081,-0.7819074367640483,904
35, 0.944601943299278,0.04699863767123827,3.218989898989899,-0.7820234791984666,905
43, 0.9446147923166766,0.049034657207257804,3.2256565656565654,-0.7823281320308773,906
2, 0.9446569321064218,0.04884418101678161,3.2234343434343433,-0.7833392736271796,907
2, 0.9446584430146182,0.047510847683448286,3.2214141414141415,-0.7840289721943768,908
3, 0.9446760430784925,0.04908593925853986,3.2185858585858584,-0.7842249366201309,909
13, 0.9447031692063438,0.0523045160034324,3.221212121212121,-0.7835908135302851,910
46, 0.9447063268598981,0.05191562711454352,3.2191919191919194,-0.782273317891841,911
23, 0.9447443152060566,0.0517965794954959,3.220808080808081,-0.7821389417874082,912
122, 0.9448267914716294,0.05115372235263876,3.2193939393939393,-0.7804600638974702,913
79, 0.9449449556522317,0.051686189885106294,3.2193939393939393,-0.7785171121644456,914
35, 0.9449480720351386,0.051984435499141377,3.213939393939394,-0.7790994699901106,915
16, 0.9449987103331008,0.05202228653699241,3.212727272727273,-0.7793450164931618,916
102, 0.9450186624275327,0.05430800082270669,3.2137373737373736,-0.7820763357942874,917
8, 0.945148341586734,0.05195085796556384,3.213131313131313,-0.783174203475769,918
20, 0.9452449540400308,0.05195085796556384,3.205656565656566,-0.7837492193012521,919
17, 0.9458385214073749,0.05194386495857083,3.1991919191919194,-0.7837168132185258,920
7, 0.9458406363262039,0.05194386495857083,3.2066666666666666,-0.7855623546791957,921
12, 0.9458990833826344,0.05037548889019475,3.208686868686869,-0.7856799270157468,922
10, 0.9459250158956242,0.05037548889019475,3.2155555555555555,-0.7849237981203685,923
69, 0.9459343285110441,0.05170882222352808,3.225050505050505,-0.7847259799978531,924
4, 0.9459345755582097,0.05168551220021806,3.216767676767677,-0.7847180555965472,925
9, 0.9459368853976299,0.05137598839069425,3.21979797979798,-0.7811038505417608,926
49, 0.9459613876865088,0.04914155615626203,3.2111111111111112,-0.7808297262550649,927
50, 0.9460019557181809,0.04890346091816679,3.209090909090909,-0.7808908335214237,928
44, 0.9460604237956264,0.04829234980705567,3.213131313131313,-0.77831353838197,929
24, 0.9461166214898323,0.04816536568007154,3.221010101010101,-0.7803275573126337,930
34, 0.9462851602801592,0.045546318061023924,3.214949494949495,-0.7824574342536247,931
27, 0.9466687780853026,0.04518862020332607,3.1836363636363636,-0.7768737015037704,932
41, 0.9467191438331456,0.04518862020332607,3.1769696969696968,-0.7769137289236648,933
6, 0.9468687002203898,0.04172708174178761,3.1737373737373735,-0.7773288819123655,934
11, 0.9468881357871622,0.045060415075120944,3.165050505050505,-0.7779028330046286,935
17, 0.9469735137293201,0.04472708174178761,3.1634343434343433,-0.7783843059885612,936
14, 0.9469912275481145,0.044843964858670725,3.1684848484848485,-0.7854942079225159,937
37, 0.9471637773509095,0.04527253628724215,3.1672727272727275,-0.789083079942759,938
8, 0.9472553846187841,0.045732853747559615,3.167878787878788,-0.7886553877458227,939
8, 0.947257335090834,0.046709044223750086,3.1662626262626263,-0.788212681945188,940
66, 0.947263076630797,0.04689952041422628,3.1664646464646466,-0.788046755456657,941
97, 0.9472839812087107,0.04804466512458839,3.173939393939394,-0.7818769584503642,942
6, 0.9473249127138762,0.04804466512458839,3.1733333333333333,-0.7817438684337356,943
5, 0.9473607804997619,0.04595102687877624,3.1733333333333333,-0.7816527131602293,944
124, 0.9473626237673453,0.04534713077488013,3.1707070707070706,-0.781345682244617,945
37, 0.9473833583295116,0.04617863260638196,3.158989898989899,-0.7813137004658564,946
67, 0.947430145946356,0.04230417373192309,3.15979797979798,-0.7805671681470117,947
9, 0.9474454399021767,0.042383538811288174,3.160808080808081,-0.7823922537749324,948
26, 0.947471780609275,0.04250258643033579,3.174141414141414,-0.7824192488727781,949
134, 0.9475886668380601,0.04105814198589135,3.1755555555555555,-0.7823696588483732,950
30, 0.9475906555670656,0.040359729287478656,3.1791919191919193,-0.7826019092879032,951
135, 0.9475965594557646,0.0475445541244774,3.183030303030303,-0.7821755550913326,952
38, 0.9476003182460254,0.0485445541244774,3.1836363636363636,-0.7811944032328157,953
1, 0.9476132559552731,0.05078264936257264,3.1826262626262625,-0.781290928809705,954
5, 0.9476580780358022,0.05078264936257264,3.184848484848485,-0.7814308130572825,955
210, 0.9476718736463334,0.05046518904511232,3.18,-0.7755441292725004,956
4, 0.9477037792366906,0.0506516692315925,3.188686868686869,-0.7757729467161306,957
29, 0.947765182371491,0.04829452637444965,3.186868686868687,-0.7762384851087226,958
21, 0.9478453303587314,0.04399798957791285,3.1925252525252525,-0.7770885298816572,959
89, 0.947907001412107,0.0544561425360658,3.1894949494949496,-0.7750460238501551,960
16, 0.9480195661687787,0.05278947586939914,3.190909090909091,-0.7747841001447267,961
11, 0.9480328866833497,0.05212280920273248,3.1917171717171717,-0.7765517748937889,962
18, 0.9480433383764718,0.05054278628447426,3.1858585858585857,-0.7813095711983301,963
58, 0.9480605632461289,0.04916732840901639,3.186868686868687,-0.7832558887239812,964
85, 0.9480621651597184,0.04789748713917513,3.158989898989899,-0.7829669591429794,965
58, 0.9480751082738716,0.03743933418102217,3.1555555555555554,-0.785271303423805,966
104, 0.9480784510516094,0.04012981037149835,3.161212121212121,-0.7857700521767594,967
96, 0.9481575434682593,0.04001076275245073,3.158181818181818,-0.7857975507469886,968
34, 0.9481708083909829,0.03924885799054598,3.1622222222222223,-0.7848153935677752,969
33, 0.9482148587337503,0.039169492911180895,3.1618181818181816,-0.7852083223887726,970
69, 0.9485816705624255,0.039169492911180895,3.1844444444444444,-0.7847008704790307,971
61, 0.948593311135903,0.041931397673085645,3.17979797979798,-0.7848724875243052,972
17, 0.9485955393731601,0.04055044529213327,3.168888888888889,-0.785612074385558,973
1, 0.9486045915193185,0.04093139767308565,3.16969696969697,-0.7860793487204779,974
43, 0.9486119588374803,0.04093139767308565,3.163838383838384,-0.7867817783914612,975
69, 0.9486129480946964,0.04116171325122732,3.163030303030303,-0.787430898194289,976
15, 0.9486229827282577,0.04116171325122732,3.1472727272727274,-0.7871462244667129,977
70, 0.9486971115744998,0.03635363244314651,3.1232323232323234,-0.7848250039503682,978
45, 0.9487105315808322,0.033998153097257955,3.1195959595959595,-0.7849720821412912,979
8, 0.9487135856480033,0.032982280081384936,3.1173737373737374,-0.7837692298523368,980
24, 0.9487259892703237,0.03427608772301867,3.1145454545454547,-0.784068010325822,981
3, 0.9487443779234205,0.035109421056352,3.1161616161616164,-0.7840945423941663,982
50, 0.9487581841192342,0.03538719883412978,3.11010101010101,-0.7843845169012713,983
46, 0.948761841930798,0.031609421056352,3.112929292929293,-0.7848217752170088,984
22, 0.9487966555015815,0.03516497661190756,3.114141414141414,-0.7853870587987191,985
13, 0.9488084828141556,0.04614910359603455,3.111919191919192,-0.7854249548631193,986
90, 0.9488316889615018,0.04456851751544847,3.112727272727273,-0.7854111936733059,987
16, 0.9488512761484247,0.04456851751544847,3.121010101010101,-0.7851932392250837,988
42, 0.9488809514708215,0.04873518418211513,3.1236363636363635,-0.7859325036612741,989
34, 0.9488854669879849,0.04873518418211513,3.126868686868687,-0.7864197609421446,990
135, 0.9489321391046314,0.04873518418211513,3.1272727272727274,-0.7845691486742548,991
295, 0.9489661868835125,0.05101296195989291,3.1272727272727274,-0.784600626228738,992
31, 0.9489678692400835,0.04579073973767069,3.11979797979798,-0.7851792200080243,993
5, 0.9489695343428879,0.045457406404337354,3.116767676767677,-0.7843303152953272,994
76, 0.9490003026391511,0.04845740640433736,3.1145454545454547,-0.784095492471975,995
29, 0.9490046849215561,0.044568517515448464,3.1115151515151513,-0.7839794118928305,996
49, 0.9490237720384499,0.044211374658305595,3.111111111111111,-0.7823478802509487,997
1, 0.9490895005670689,0.035362325157082194,3.111919191919192,-0.7821706469870758,998
46, 0.9490918281675444,0.03325243504719208,3.111111111111111,-0.7827068292378873,999
215, 0.9490937355767198,0.03325243504719208,3.1135353535353536,-0.7819408754831498,1000
77, 0.9491159933252716,0.03225243504719208,3.115959595959596,-0.782123596105626,1001
18, 0.9491472958412384,0.03191910171385875,3.117171717171717,-0.780648376405293,1002
16, 0.9491855362012543,0.03248259377735081,3.1204040404040403,-0.7792147299003886,1003
109, 0.9492280867220029,0.03091360720836424,3.12,-0.7802004751974367,1004
10, 0.9492395148434639,0.03091360720836424,3.1163636363636362,-0.7801782681930871,1005
33, 0.9492416232680735,0.03083424212899916,3.1107070707070705,-0.7780374771632484,1006
27, 0.9494372310565798,0.03111995641471345,3.110909090909091,-0.7781025676645587,1007
1, 0.9494629322053674,0.03128662308138011,3.111919191919192,-0.778042616031781,1008
18, 0.9494698222150862,0.03089773419249122,3.1151515151515152,-0.7778700278815941,1009
30, 0.9494705112710886,0.029231067525824557,3.1115151515151513,-0.7781255276211181,1010
48, 0.949488031582235,0.02899297228772932,3.114141414141414,-0.7780983100628882,1011
8, 0.9498660629217204,0.02899297228772932,3.114141414141414,-0.7786426825347486,1012
330, 0.9499312911686936,0.03165963895439599,3.114949494949495,-0.7792251337814722,1013
30, 0.9499419318861407,0.03292276471752176,3.113131313131313,-0.7793281685397575,1014
