delta,R,C,L,W,step
3, 0.8592067277178268,0.040103174603174606,3.46989898989899,-0.5445813284577924,339
3, 0.8593610530687023,0.04133333333333334,3.4725252525252523,-0.5449815090406644,340
26, 0.8594572507010844,0.04133333333333334,3.461010101010101,-0.5469983110091798,341
12, 0.8597491936338688,0.03973809523809524,3.4585858585858587,-0.5438704105986512,342
5, 0.8597616673419823,0.03611904761904762,3.444848484848485,-0.5432724759888976,343
30, 0.8598046442028405,0.036000000000000004,3.44,-0.54257652261063,344
2, 0.8598106759164025,0.033666666666666664,3.433939393939394,-0.5456040517571759,345
15, 0.859998719420072,0.03066666666666667,3.430909090909091,-0.5461667110341993,346
56, 0.8608490942684679,0.03066666666666667,3.431919191919192,-0.5528025162803192,347
8, 0.8611442166030728,0.03066666666666667,3.434141414141414,-0.5533072619893271,348
7, 0.8616524854949513,0.03047619047619048,3.4397979797979796,-0.5520861658136555,349
9, 0.8618648764858781,0.03047619047619048,3.4395959595959598,-0.551821570314515,350
3, 0.8619230108147604,0.03047619047619048,3.4385858585858586,-0.5517106441323549,351
31, 0.8621453241123916,0.03047619047619048,3.4337373737373738,-0.5534428589249976,352
1, 0.8625009940271456,0.03047619047619048,3.431919191919192,-0.5537421862352693,353
5, 0.8625208171544456,0.030317460317460316,3.4282828282828284,-0.5541623950747133,354
24, 0.8629331509946905,0.030365079365079362,3.4278787878787877,-0.5593752840235653,355
16, 0.8630816927325278,0.030365079365079362,3.4282828282828284,-0.5605407620230356,356
4, 0.8632428888578897,0.030365079365079362,3.426868686868687,-0.5605604327494944,357
14, 0.8632620953931803,0.0286984126984127,3.4294949494949494,-0.5607226623346108,358
20, 0.8632946438798179,0.0286984126984127,3.4301010101010103,-0.561159968225883,359
1, 0.8633215636068816,0.0286984126984127,3.4296969696969697,-0.5607421935243803,360
2, 0.8636483696984624,0.0286984126984127,3.4301010101010103,-0.5610707328852501,361
21, 0.8637472043933861,0.026888888888888886,3.432929292929293,-0.562501527554901,362
6, 0.8642740967819863,0.026888888888888886,3.436161616161616,-0.5629954680914572,363
8, 0.8642977823502102,0.026888888888888886,3.436161616161616,-0.5628694057682367,364
20, 0.8648191468288589,0.02969841269841269,3.436161616161616,-0.5630335329735162,365
8, 0.8653576644575373,0.02969841269841269,3.442222222222222,-0.5630890023364638,366
10, 0.8656513277178886,0.02969841269841269,3.442020202020202,-0.5630594638395253,367
2, 0.8658282534208066,0.02969841269841269,3.446262626262626,-0.5706371959835427,368
1, 0.8659376598374596,0.02969841269841269,3.445858585858586,-0.5738228978809325,369
4, 0.8666479409811452,0.029857142857142853,3.4464646464646465,-0.5737040180333252,370
8, 0.8667545367828056,0.029857142857142853,3.4402020202020203,-0.5743721331450774,371
6, 0.8669983824363626,0.029857142857142853,3.4397979797979796,-0.5825983070183409,372
22, 0.8672095459621493,0.029857142857142853,3.437777777777778,-0.5822896090850183,373
7, 0.8674301425382733,0.029857142857142853,3.4395959595959598,-0.5824368662453818,374
12, 0.867615687738379,0.02952380952380952,3.436969696969697,-0.5763019799736906,375
6, 0.8679652530599509,0.023047619047619046,3.4531313131313133,-0.5792215272087702,376
9, 0.8680111675399097,0.02971428571428571,3.4496969696969697,-0.5781793994889858,377
21, 0.8683467314407993,0.03276190476190476,3.447070707070707,-0.5776925110218532,378
3, 0.8683747827949468,0.03276190476190476,3.4442424242424243,-0.5770919056141124,379
3, 0.8686744355756937,0.03295238095238095,3.448888888888889,-0.5767755704211405,380
14, 0.8688854052064239,0.03147619047619048,3.450707070707071,-0.574343810460325,381
3, 0.8689024270206103,0.03214285714285714,3.4472727272727273,-0.5743327623803647,382
3, 0.8690905767407935,0.03214285714285714,3.445050505050505,-0.5754595997120017,383
11, 0.8693416161646812,0.0328095238095238,3.456161616161616,-0.5813789753845329,384
4, 0.8695221810456217,0.0328095238095238,3.45030303030303,-0.5768024171521849,385
23, 0.8697368583967166,0.031142857142857135,3.454747474747475,-0.5764615778380463,386
17, 0.8702686578950484,0.02866666666666666,3.4434343434343435,-0.5758330816466118,387
19, 0.8706592626860802,0.029666666666666664,3.4315151515151516,-0.5751055288697413,388
17, 0.8710906848380225,0.03,3.4343434343434343,-0.5774356097220358,389
1, 0.8712578725439999,0.03,3.454141414141414,-0.577931201179197,390
28, 0.8713659203019679,0.03,3.4527272727272726,-0.5782739585630557,391
21, 0.8718087232762002,0.03,3.452929292929293,-0.5764989551814593,392
1, 0.8718686852793943,0.03066666666666667,3.4555555555555557,-0.5811384495838344,393
10, 0.8721354449364344,0.03066666666666667,3.4638383838383837,-0.5809776061700082,394
17, 0.8721932692550418,0.03066666666666667,3.463030303030303,-0.5782198869514303,395
1, 0.8721962913920986,0.03066666666666667,3.4602020202020203,-0.5893242512990609,396
44, 0.872464098852563,0.03233333333333334,3.464040404040404,-0.5898795768826198,397
4, 0.8725752840145251,0.03233333333333334,3.4715151515151517,-0.587905346552135,398
7, 0.8729645417551631,0.03233333333333334,3.477777777777778,-0.5828119055474367,399
1, 0.873298228252571,0.03266666666666667,3.4763636363636365,-0.5887927376995524,400
26, 0.8733893961089119,0.03280952380952381,3.474747474747475,-0.5917908675868784,401
8, 0.8736525130486649,0.03280952380952381,3.4597979797979797,-0.5920161649180528,402
10, 0.8737842397623068,0.03214285714285714,3.45959595959596,-0.5928440619230949,403
5, 0.8741186167655798,0.031007936507936505,3.453939393939394,-0.593686168165607,404
6, 0.8741495779913546,0.030888888888888886,3.4517171717171715,-0.5955649147399281,405
9, 0.875563448896357,0.030555555555555558,3.4525252525252523,-0.5958317504561573,406
2, 0.8756752566892795,0.028079365079365082,3.45030303030303,-0.5993751473915814,407
23, 0.8757318289868862,0.030079365079365084,3.454747474747475,-0.5994649622942466,408
9, 0.8758771380749857,0.030666666666666672,3.4513131313131313,-0.5983537380595076,409
2, 0.8761405586276152,0.03194444444444445,3.4583838383838383,-0.6009417619068979,410
26, 0.8768522016840228,0.02802380952380953,3.4555555555555557,-0.6007404864168712,411
19, 0.8768780001334954,0.02802380952380953,3.45010101010101,-0.6009448800650301,412
16, 0.8776118137036527,0.02802380952380953,3.4426262626262627,-0.6012833933229266,413
12, 0.877815089495763,0.025023809523809528,3.4446464646464645,-0.6013818355661116,414
10, 0.8779410901115161,0.025023809523809528,3.4537373737373738,-0.6012456482055806,415
28, 0.8780791323400186,0.014468253968253969,3.4535353535353535,-0.6001779408287492,416
16, 0.8781631144868586,0.014134920634920634,3.4474747474747476,-0.6000071941267232,417
90, 0.8782289106973368,0.014134920634920634,3.4404040404040406,-0.5984237505806339,418
32, 0.8782861538612909,0.013944444444444443,3.423030303030303,-0.5960264666934939,419
9, 0.8782997274020009,0.016873015873015873,3.4246464646464645,-0.5964913297712179,420
6, 0.8784864995119729,0.016873015873015873,3.4185858585858586,-0.5955773247996379,421
14, 0.8788626217932249,0.016817460317460318,3.416969696969697,-0.593834174771727,422
20, 0.8793178311146331,0.016817460317460318,3.407676767676768,-0.5856623186600466,423
58, 0.879508874332738,0.016873015873015873,3.410707070707071,-0.5866104782958041,424
29, 0.87951353035979,0.016873015873015873,3.4105050505050505,-0.5855551825847585,425
22, 0.8798364323878807,0.016873015873015873,3.4092929292929295,-0.5843980114180831,426
30, 0.8798632383010137,0.01701587301587302,3.408888888888889,-0.5855567126083401,427
38, 0.8801278526263385,0.01734920634920635,3.404040404040404,-0.5855639971233605,428
71, 0.8801558548320637,0.01734920634920635,3.4038383838383837,-0.5845990991248077,429
3, 0.880211884128819,0.01734920634920635,3.4084848484848487,-0.5858936606690808,430
5, 0.8802638780054919,0.01453968253968254,3.412121212121212,-0.5856330649312305,431
2, 0.8802832583576646,0.01453968253968254,3.4074747474747475,-0.5844779263028086,432
1, 0.8803726724026313,0.017563492063492066,3.402828282828283,-0.5802099078006725,433
1, 0.8804861136276882,0.017563492063492066,3.4052525252525254,-0.5830379649457519,434
15, 0.8805593766834279,0.017563492063492066,3.4133333333333336,-0.5864210829858982,435
1, 0.8806328219260201,0.016007936507936513,3.4008080808080807,-0.5882563300571197,436
14, 0.880778157893981,0.01767460317460318,3.3967676767676767,-0.5897965422322708,437
23, 0.8813137036716221,0.01800793650793651,3.4004040404040405,-0.5900259431427987,438
25, 0.8814035707905369,0.01796753246753247,3.3985858585858586,-0.5896062704727756,439
7, 0.8814490043399739,0.017967532467532472,3.397373737373737,-0.5903093099225767,440
16, 0.881593744163137,0.019523088023088025,3.3894949494949493,-0.5901885651119103,441
5, 0.8816370073824212,0.019523088023088025,3.3971717171717173,-0.5916766698709399,442
18, 0.8816511215365082,0.02052308802308803,3.3953535353535353,-0.5916902350836187,443
8, 0.8817623130992355,0.017523088023088024,3.3925252525252527,-0.5918293116122588,444
10, 0.8817676153984394,0.017189754689754692,3.395959595959596,-0.5934692164470236,445
39, 0.8818112417740329,0.017159451659451663,3.3913131313131313,-0.5910912853305882,446
21, 0.8820951558785065,0.01782611832611833,3.3905050505050505,-0.59119512071565,447
6, 0.8821051809012632,0.01782611832611833,3.385050505050505,-0.5912057374814563,448
25, 0.8825900868249387,0.01782611832611833,3.381010101010101,-0.5912966466868251,449
1, 0.8828324783349428,0.01782611832611833,3.3723232323232324,-0.5914437198283121,450
2, 0.8829972238754298,0.013341269841269843,3.3682828282828283,-0.5903726352762481,451
7, 0.883226562645889,0.013341269841269843,3.367070707070707,-0.5900260183030808,452
5, 0.8834001851195298,0.013341269841269843,3.369090909090909,-0.5902274132244028,453
14, 0.8834213186174386,0.013341269841269843,3.3725252525252527,-0.5903959933274144,454
44, 0.8836911859123333,0.02430880230880231,3.3755555555555556,-0.5902309141341756,455
6, 0.8838707502743154,0.02430880230880231,3.367676767676768,-0.59157059593621,456
12, 0.8838843225150328,0.024229437229437233,3.3636363636363638,-0.5972900309512846,457
9, 0.8839267044200957,0.024348484848484852,3.355151515151515,-0.6017014650463585,458
21, 0.8843806247854749,0.024348484848484852,3.346060606060606,-0.6010149792853049,459
50, 0.8844735502388809,0.024348484848484852,3.3484848484848486,-0.6039876457549102,460
14, 0.8844943646478817,0.026681818181818185,3.3501010101010102,-0.6040161042254456,461
11, 0.8845329244888166,0.025348484848484853,3.356969696969697,-0.6069290480057297,462
7, 0.884753656272174,0.025348484848484853,3.352929292929293,-0.605450397791563,463
50, 0.8849239330467653,0.025348484848484853,3.3474747474747475,-0.6058162806507437,464
42, 0.8849614478450705,0.025318181818181823,3.3383838383838382,-0.6082971434654817,465
67, 0.8854424937963662,0.02549278499278499,3.3381818181818184,-0.6086246485988038,466
8, 0.8854608185833709,0.023349927849927846,3.3383838383838382,-0.6073196263398087,467
33, 0.8855894420454073,0.02796103896103896,3.3412121212121213,-0.6082461151713077,468
13, 0.8856947650604677,0.016809523809523812,3.338787878787879,-0.6086797597229814,469
9, 0.8857996198732548,0.015142857142857147,3.3482828282828283,-0.6074424286971719,470
18, 0.885997836042022,0.024856421356421358,3.345858585858586,-0.6046549135877672,471
4, 0.8862011140699216,0.024665945165945165,3.3464646464646464,-0.6038115743377701,472
21, 0.8866371113969048,0.02454689754689755,3.347676767676768,-0.6036498721182089,473
14, 0.8867828415277624,0.02454689754689755,3.3404040404040405,-0.6038124442056164,474
37, 0.886973668867602,0.024665945165945165,3.342020202020202,-0.6038546267431913,475
26, 0.8871181236619289,0.02485642135642136,3.34020202020202,-0.603764754265961,476
11, 0.8871505790703934,0.02485642135642136,3.3373737373737375,-0.60346561609178,477
2, 0.887443649071775,0.025189754689754693,3.331717171717172,-0.6065489151692327,478
20, 0.8874835592937086,0.025189754689754693,3.3325252525252527,-0.6379065246728178,479
5, 0.8900283764705913,0.025189754689754693,3.3375757575757574,-0.6394774946907525,480
2, 0.8903143144961305,0.027554834054834054,3.334949494949495,-0.6490145798624467,481
3, 0.8921921437466276,0.027554834054834054,3.3274747474747475,-0.6486252157264049,482
1, 0.8922195939025983,0.030126262626262626,3.33979797979798,-0.6446794201867889,483
6, 0.892281790092029,0.027007215007215004,3.34020202020202,-0.6431885372396108,484
5, 0.8934133436367422,0.027245310245310246,3.3464646464646464,-0.6430683426863486,485
1, 0.8934622811502073,0.027324675324675324,3.3545454545454545,-0.6428274158951773,486
6, 0.8937426307447766,0.027324675324675324,3.355959595959596,-0.6444303713919973,487
6, 0.893955580442098,0.027324675324675324,3.353131313131313,-0.6447053637743044,488
1, 0.8939878824505039,0.027324675324675324,3.3567676767676766,-0.6445881102882408,489
8, 0.8946290830698533,0.027991341991341994,3.359191919191919,-0.6434645552139577,490
10, 0.8946607943561122,0.027991341991341994,3.362828282828283,-0.6444989041674843,491
10, 0.8947180583780071,0.027991341991341994,3.367070707070707,-0.6492247649714599,492
9, 0.8964685220807886,0.027991341991341994,3.3648484848484848,-0.6561263370846121,493
33, 0.897492537036508,0.027991341991341994,3.364040404040404,-0.6575629192381665,494
6, 0.8975514697208591,0.030681818181818185,3.3654545454545453,-0.6600821123143615,495
13, 0.8976311145640713,0.028435786435786436,3.3642424242424243,-0.6602584656910413,496
6, 0.8976449882856644,0.028435786435786436,3.364040404040404,-0.6601057695953393,497
2, 0.8979756658519634,0.025531024531024533,3.3608080808080807,-0.6604412569506971,498
1, 0.8980987393091594,0.02814213564213565,3.3608080808080807,-0.6618400574748043,499
19, 0.8981435998027384,0.027951659451659453,3.368080808080808,-0.6572486717684944,500
5, 0.8983988950902274,0.030570707070707068,3.3646464646464644,-0.654536055747039,501
7, 0.8987669015559683,0.03045165945165945,3.346262626262626,-0.6541732278897675,502
2, 0.8992570556003853,0.03314213564213564,3.3492929292929294,-0.6537819984010125,503
13, 0.8993579417004993,0.03314213564213564,3.3525252525252527,-0.6537748198822498,504
4, 0.900462263589129,0.030332611832611833,3.3505050505050504,-0.6545444326078785,505
20, 0.9004727304895835,0.030332611832611833,3.3513131313131312,-0.654599286154722,506
5, 0.9005021461184414,0.03422150072150072,3.3505050505050504,-0.6546740137613442,507
14, 0.900536191760384,0.03972799422799422,3.359191919191919,-0.6357758177977537,508
2, 0.900537873655881,0.036736652236652234,3.363030303030303,-0.6497376291979337,509
4, 0.9011639010604401,0.036681096681096675,3.36,-0.6464893257598647,510
2, 0.9014902456509597,0.036681096681096675,3.385050505050505,-0.6479705746528054,511
24, 0.9016829065090032,0.03970490620490621,3.3884848484848487,-0.6476791552814932,512
2, 0.901727406887081,0.038371572871572876,3.387272727272727,-0.6497306811182493,513
10, 0.9020431494267513,0.038371572871572876,3.3864646464646464,-0.6494660243852876,514
6, 0.9021361857337331,0.038371572871572876,3.381414141414141,-0.6496608411714228,515
41, 0.9022523551346263,0.038609668109668115,3.385858585858586,-0.6485412655955386,516
22, 0.9023074907461751,0.04027633477633477,3.3694949494949493,-0.6484482800487228,517
105, 0.9023789405468294,0.04027633477633477,3.360606060606061,-0.6484741649430109,518
5, 0.9024576280011406,0.04034776334776335,3.3513131313131312,-0.6484756738820898,519
1, 0.9026765997197459,0.04034776334776335,3.3674747474747475,-0.6481462516985295,520
4, 0.9028291843744329,0.04034776334776335,3.3585858585858586,-0.6499359518932077,521
6, 0.9028828982607886,0.0404033189033189,3.3705050505050504,-0.6499853976215058,522
2, 0.9030219302842083,0.04016522366522366,3.3715151515151516,-0.6489424539784808,523
15, 0.9031078105062866,0.04016522366522366,3.3812121212121213,-0.6539686284528826,524
28, 0.9032281342279201,0.04016522366522366,3.38020202020202,-0.6551775371164662,525
44, 0.90329011201553,0.039831890331890336,3.3755555555555556,-0.6550160257326092,526
12, 0.9033064795286844,0.039831890331890336,3.3763636363636365,-0.6552348030633791,527
6, 0.9033838616924323,0.03916522366522367,3.3797979797979796,-0.6551578489378265,528
16, 0.9034713348524679,0.03916522366522367,3.3848484848484848,-0.6550739182878841,529
17, 0.9035391414678977,0.03628427128427129,3.381818181818182,-0.6565911133998974,530
35, 0.9037630481798716,0.03628427128427129,3.381010101010101,-0.6562537157549951,531
2, 0.9038591006827912,0.03461760461760462,3.3781818181818184,-0.6535060113100342,532
1, 0.903991429856898,0.03461760461760462,3.3727272727272726,-0.6525712158434828,533
2, 0.904145335711734,0.03461760461760462,3.3626262626262626,-0.6466036195701563,534
10, 0.9041766828653691,0.03461760461760462,3.352121212121212,-0.6442221723690844,535
5, 0.9044239399688878,0.032236652236652244,3.3301010101010102,-0.6428343568314084,536
2, 0.904683484241992,0.03204617604617605,3.3307070707070707,-0.6429300460256746,537
28, 0.9046879695709648,0.028903318903318907,3.3296969696969696,-0.643130829315842,538
9, 0.9047120371913934,0.028903318903318907,3.3307070707070707,-0.6456919861426713,539
3, 0.9050332672652917,0.028984126984126987,3.333939393939394,-0.6464731967241175,540
16, 0.9053991070516635,0.030650793650793654,3.3345454545454545,-0.6462100771017721,541
45, 0.9054178229731044,0.030650793650793654,3.339191919191919,-0.6501967518599648,542
24, 0.9059415649807842,0.03046031746031746,3.3414141414141416,-0.6472883396690194,543
23, 0.9060923486812572,0.02981746031746032,3.3193939393939393,-0.6495600627693187,544
14, 0.906163209497042,0.03252886002886004,3.3159595959595958,-0.6567862581312889,545
20, 0.9065952832329809,0.03290981240981242,3.309090909090909,-0.6671216172457702,546
10, 0.9069196740209201,0.03290981240981242,3.3107070707070707,-0.6673828751245725,547
24, 0.9070082273899868,0.03290981240981242,3.314949494949495,-0.6679577874175436,548
5, 0.9073346175645652,0.03296536796536797,3.323838383838384,-0.6684181334807283,549
7, 0.9073515477891156,0.03298917748917749,3.313939393939394,-0.6676389600931047,550
19, 0.9073575583803306,0.03293362193362194,3.316969696969697,-0.6695175862323963,551
24, 0.9079006371992424,0.022909812409812415,3.307878787878788,-0.6694536891598692,552
10, 0.9079344370365469,0.027187590187590194,3.3137373737373736,-0.6783084520378128,553
2, 0.9082127019498717,0.026084415584415592,3.3082828282828283,-0.6763054772466203,554
11, 0.9085597321450861,0.02616378066378067,3.3066666666666666,-0.6761654049535544,555
10, 0.9086052202959378,0.02897330447330448,3.3248484848484847,-0.6764843108420471,556
1, 0.9086373554163947,0.03163997113997115,3.327676767676768,-0.6748554056043407,557
10, 0.9087172431043294,0.029973304473304475,3.3292929292929294,-0.6748559808937332,558
11, 0.9087832436112753,0.029973304473304475,3.3204040404040405,-0.6740443367379102,559
19, 0.9088374226068966,0.026124819624819627,3.3165656565656567,-0.6739929869398136,560
6, 0.9089075494375358,0.02650577200577201,3.3147474747474748,-0.6728767530777132,561
8, 0.9091213338950828,0.02455339105339106,3.3155555555555556,-0.6720338306820055,562
22, 0.9092066655299266,0.02488672438672439,3.3107070707070707,-0.6718476721406278,563
54, 0.9092906973478303,0.02476767676767677,3.307272727272727,-0.6703259627740435,564
19, 0.9097202810638171,0.02476767676767677,3.304242424242424,-0.6701322971069515,565
33, 0.9097993320950376,0.024434343434343433,3.299191919191919,-0.6696813835910276,566
8, 0.9098333718343303,0.024434343434343433,3.2915151515151515,-0.6720430232965474,567
32, 0.9098803181378896,0.024434343434343433,3.2941414141414143,-0.6762720314237785,568
25, 0.9104227578860621,0.024601010101010103,3.2923232323232323,-0.6773689335803441,569
22, 0.9104885670823524,0.02472005772005772,3.2937373737373736,-0.6747702802110608,570
33, 0.9104891956156224,0.01860894660894661,3.3012121212121213,-0.6788038868115328,571
24, 0.9105153923697996,0.019275613275613276,3.2977777777777777,-0.6786815949537572,572
10, 0.9105473301582392,0.01723015873015873,3.2993939393939393,-0.6790390843796011,573
11, 0.9106007743446047,0.01723015873015873,3.286060606060606,-0.6769625334365003,574
48, 0.9108563518693135,0.019253968253968256,3.2993939393939393,-0.6731770838527092,575
11, 0.9113425538911625,0.019253968253968256,3.2955555555555556,-0.6730293164073194,576
4, 0.9114166807483522,0.018587301587301586,3.2945454545454544,-0.6736022410573871,577
23, 0.9114192929154076,0.019253968253968256,3.292121212121212,-0.6732395682688785,578
18, 0.911429125348858,0.019365079365079366,3.290909090909091,-0.673930630241713,579
21, 0.911789581155415,0.019174603174603178,3.2826262626262626,-0.6715189128043412,580
15, 0.9119982343685329,0.019412698412698416,3.2795959595959596,-0.6741982269686182,581
29, 0.9121448418382594,0.019412698412698416,3.2775757575757574,-0.6727422949165216,582
20, 0.9122526881934563,0.019412698412698416,3.2763636363636364,-0.6725368780437915,583
2, 0.9122717498983286,0.01965079365079365,3.2733333333333334,-0.6879635766676309,584
13, 0.9124426597239078,0.019579365079365082,3.281010101010101,-0.6869345294504966,585
7, 0.9127662010354055,0.019665445665445667,3.2745454545454544,-0.6825920279002841,586
26, 0.9128542012405318,0.019332112332112336,3.2725252525252526,-0.6827822614614953,587
13, 0.9129309664983,0.019522588522588525,3.2751515151515154,-0.6800665411482557,588
28, 0.9130711454188837,0.01952258852258853,3.273939393939394,-0.6785444700661627,589
6, 0.9146319424745547,0.01885592185592186,3.275757575757576,-0.6797972864183186,590
13, 0.9148465203400273,0.018689255189255193,3.279191919191919,-0.6768284569631912,591
34, 0.9149781419483958,0.018689255189255193,3.279191919191919,-0.6770639993104813,592
9, 0.9150637307582011,0.020109890109890113,3.2864646464646463,-0.676645139124537,593
2, 0.9150638028571424,0.02077655677655678,3.283838383838384,-0.67478605992841,594
18, 0.9152678182233952,0.019101953601953606,3.283030303030303,-0.6764254123796236,595
2, 0.9153121727801904,0.029688034188034194,3.294949494949495,-0.6801475216294701,596
2, 0.9153664025856477,0.029688034188034194,3.295757575757576,-0.6802346562471556,597
13, 0.9156885708767536,0.02972466422466423,3.3052525252525253,-0.6797857615122568,598
1, 0.9158074062629765,0.026724664224664227,3.305050505050505,-0.6800975283932971,599
11, 0.9158315478539829,0.026534188034188035,3.3024242424242423,-0.679773950434416,600
22, 0.9158530616152905,0.03808974358974358,3.3054545454545456,-0.6802754274931416,601
11, 0.9158702772980658,0.03817216117216116,3.303232323232323,-0.6805948457166514,602
1, 0.9160300462271895,0.042140415140415124,3.304040404040404,-0.6801599800418062,603
5, 0.9160390772882305,0.0381086691086691,3.302020202020202,-0.6804966684418484,604
2, 0.9160550773105037,0.038782051282051276,3.29979797979798,-0.6789574492962709,605
7, 0.9165503768883952,0.034972527472527465,3.2985858585858585,-0.6797427477652048,606
73, 0.9165642430912684,0.0343058608058608,3.29979797979798,-0.6796491325679309,607
12, 0.9165772999939713,0.034186813186813186,3.304040404040404,-0.6792767911781515,608
16, 0.9166458766331731,0.03256776556776556,3.302828282828283,-0.6792379351338205,609
4, 0.9166674722298239,0.035067765567765564,3.298787878787879,-0.6791792280101828,610
17, 0.916870556300868,0.0352026862026862,3.2870707070707073,-0.6796955428483521,611
1, 0.9170423173750337,0.0352026862026862,3.284646464646465,-0.679729321286674,612
107, 0.9171479703175868,0.0352026862026862,3.2824242424242422,-0.6794266664305568,613
26, 0.91723758423348,0.0325042735042735,3.2755555555555556,-0.6793484772306438,614
10, 0.9172768031783592,0.025061050061050055,3.2745454545454544,-0.6798944145919164,615
32, 0.9174452979078709,0.025140415140415137,3.2812121212121212,-0.6802693994909214,616
1, 0.9174741597372394,0.027830891330891328,3.277979797979798,-0.679916101585081,617
4, 0.917483480296352,0.02797374847374847,3.276969696969697,-0.6805242604450309,618
27, 0.9175227982666233,0.03260744810744811,3.2808080808080806,-0.6794375750720936,619
6, 0.9175263273756157,0.030464590964590962,3.2755555555555556,-0.6832255880544654,620
29, 0.9177843784830308,0.030385225885225884,3.272727272727273,-0.6837308378466802,621
2, 0.9178430188149719,0.03055189255189255,3.278989898989899,-0.6860039860325066,622
7, 0.9180020837597449,0.029186813186813185,3.2812121212121212,-0.6901675364784849,623
4, 0.918150791501948,0.03088522588522588,3.2824242424242422,-0.6898606020010039,624
12, 0.9182594050685168,0.03088522588522588,3.27979797979798,-0.6917288836479168,625
11, 0.9182655556166457,0.03088522588522588,3.2755555555555556,-0.6914766944870689,626
67, 0.9182696440817835,0.03088522588522588,3.27979797979798,-0.6937075960941513,627
67, 0.9183039498318798,0.03105694305694306,3.2652525252525253,-0.6939901062336501,628
14, 0.9183357286241437,0.030723609723609727,3.268686868686869,-0.6959448578110609,629
6, 0.9184106345997489,0.030723609723609727,3.2616161616161614,-0.6938085575901828,630
53, 0.9184991772039428,0.03139027639027639,3.263838383838384,-0.6951364395287003,631
10, 0.9185470749679442,0.03139027639027639,3.267272727272727,-0.6992692208973087,632
3, 0.9186379578837675,0.03139027639027639,3.2696969696969695,-0.7022330158948863,633
29, 0.9187292223215381,0.03377122877122877,3.265858585858586,-0.7009097543890869,634
39, 0.9187431825677843,0.027104562104562104,3.262020202020202,-0.7006855397124679,635
25, 0.9187494309704832,0.025766178266178264,3.2662626262626264,-0.7007857342795869,636
2, 0.918922375809924,0.028543956043956046,3.266060606060606,-0.7021807712990508,637
4, 0.9189459492290114,0.028702686202686203,3.2652525252525253,-0.7049158398323134,638
23, 0.9189715674959329,0.03061538461538461,3.2694949494949497,-0.7046712998932048,639
3, 0.9189786642387343,0.03228205128205128,3.264242424242424,-0.7051467830405675,640
10, 0.9190167169102536,0.03833333333333334,3.2648484848484847,-0.7097763281421555,641
13, 0.9192585992728143,0.03845238095238095,3.2696969696969695,-0.7096351522312402,642
14, 0.9192714682406424,0.04291269841269841,3.2652525252525253,-0.7123388853811898,643
3, 0.9193784970115293,0.03869047619047619,3.271313131313131,-0.7139599456009367,644
5, 0.9194977318278201,0.04324603174603174,3.271313131313131,-0.7135539828485892,645
73, 0.9195156374966039,0.04830952380952381,3.2664646464646463,-0.7134274318998964,646
14, 0.919552952362059,0.05258730158730158,3.2696969696969695,-0.7108105698449804,647
22, 0.9195967961612413,0.04783333333333333,3.2725252525252526,-0.7109654951396664,648
2, 0.919618831727998,0.04783333333333333,3.2804040404040404,-0.71129431059973,649
32, 0.9199575908442036,0.051322510822510804,3.2745454545454544,-0.7113254720974496,650
35, 0.9200176220968672,0.051512987012987,3.2745454545454544,-0.7113396644726003,651
2, 0.9200254624014149,0.05170346320346319,3.2773737373737375,-0.7100433461086406,652
3, 0.9201426418373971,0.0498160173160173,3.273939393939394,-0.7134341256758291,653
13, 0.9201729086923142,0.0498160173160173,3.2795959595959596,-0.7144665036603872,654
8, 0.9202247460790789,0.051768398268398255,3.2836363636363637,-0.7146890660854461,655
15, 0.9202784858490246,0.051879509379509366,3.3026262626262626,-0.7143505492231328,656
34, 0.9206930416506854,0.051657287157287145,3.3014141414141416,-0.7142959161286575,657
47, 0.9208012513710503,0.04718109668109667,3.299191919191919,-0.7145840916644891,658
17, 0.9208560306666944,0.04644300144300144,3.298989898989899,-0.7125445717398601,659
8, 0.9208841964836153,0.0466096681096681,3.297171717171717,-0.7116616494937488,660
1, 0.9208907229223974,0.05308585858585858,3.295757575757576,-0.7101079725439294,661
31, 0.9209235292087183,0.05303030303030302,3.292929292929293,-0.711319491882563,662
3, 0.9209269475288359,0.05287157287157286,3.2947474747474748,-0.71424096530852,663
58, 0.9210798191215255,0.05287157287157286,3.286868686868687,-0.7125740846374412,664
14, 0.9210839383355437,0.05306204906204905,3.2903030303030305,-0.7100503636099406,665
40, 0.9211005892878782,0.05306204906204905,3.2882828282828283,-0.7085445590195039,666
18, 0.9211459105019812,0.05621284271284269,3.293131313131313,-0.7104370577107529,667
1, 0.9214474958630353,0.056165223665223654,3.291919191919192,-0.7113220770016924,668
53, 0.9215231682148294,0.05662481962481962,3.3088888888888888,-0.7065477441410479,669
23, 0.921622886587046,0.05662481962481962,3.32020202020202,-0.7079423190153383,670
9, 0.9216574040256235,0.056483405483405476,3.3264646464646463,-0.7081155771336641,671
9, 0.9216744350481378,0.056483405483405476,3.3313131313131312,-0.7104182710225003,672
25, 0.9218125794658028,0.05643578643578642,3.3084848484848486,-0.7113611802673031,673
12, 0.922095733978544,0.060531024531024526,3.3066666666666666,-0.7120106222716474,674
2, 0.92212531989387,0.059959595959595956,3.313939393939394,-0.7087158870507587,675
56, 0.922402368745589,0.05603102453102452,3.3141414141414143,-0.7105980615486083,676
